"ID","RUT_EMPRESA_O_PRODUCTOR_MINERO","NOMBRE_EMPRESA_O_PRODUCTOR_MINERO","NOMBRE_FAENA","NOMBRE_INSTALACION","TIPO_DEPOSITO","RECURSO","TIPO_MINERIA","CANTIDAD_MUROS__CONTENCION_","CUT_REG","CUT_PROV","CUT_COM","REGION","PROVINCIA","COMUNA","UTM_NORTE","UTM_ESTE","DATUM","HUSO","LATITUD","LONGITUD","ESTADO_INSTALACION","METODO_CONSTRUCTIVO_MURO","VOL_AUTORIZADO","VOL_ACTUAL","TONELAJE_AUTORIZADO","TONELAJE_ACTUAL","RES_APRUEBA","FECHA_RES_APRUEBA","RES_PDC_APRUEBA","FECHA_RES_PDC","Shape_Length","Shape_Area"
"0731-5C","99572740-4","MIGRIN S.A.","PLANTA SAN SEBASTIAN","SAN SEBASTIAN","ACOPIO","CARBONATO DE CALCIO","NO METÁLICO","0","5","56","5603","Valparaíso","San Antonio","Cartagena","62876491268","2598419491","WGS84","19S","-335237879811232","-715858939045217","INACTIVO","NO APLICA","64350","","96525","","3041","8/26/2003","400","5/11/2010","684626077480263","285450428353834"
"0732-7C","99572740-4","MIGRIN S.A.","LAS PIEDRAS","DEPOSITO DE LODOS ANTIGUO","EMBALSE","SILICE","NO METÁLICO","1","7","71","7104","Maule","Talca","Empedrado","60580064096","1916218826","WGS84","19S","-355736603023474","-724026961929138","ACTIVO","","307232","341338","430125","525762","567","7/12/2010","","","211806504065309","207754043045146"
"0733-7C","99572740-4","MIGRIN S.A.","LAS PIEDRAS","DEPOSITO DE LODOS NUEVO","EMBALSE","SILICE","NO METÁLICO","1","7","71","7104","Maule","Talca","Empedrado","60576325253","1917808534","WGS84","19S","-355770749861918","-724010872616945","ACTIVO","","46354","39728","64896","80000","134","5/22/2017","","","192401346510921","141135365942759"
"0747-5C","76316627-9","PLANTA CONCENTRADORA DE MINERALES CHINCOLCO SPA","PLANTA CHINCOLCO","EMBALSE DE RELAVES MANUEL FERNANDEZ","EMBALSE","COBRE","METÁLICO","1","5","54","5404","Valparaíso","Petorca","Petorca","6433491392","3233827749","WGS84","19S","-322213224554727","-708742200063377","ACTIVO","","111166","86550","166750","129826","1130","10/26/2015","","","468093405418716","14700770219743"
"0749-5C","76430769-0","ANTAWARA SpA","ANTAWARA","ANTAWARA","EMBALSE","COBRE","METÁLICO","1","5","54","5404","Valparaíso","Petorca","Petorca","64356914321","3235290348","WGS84","19S","-322015084011821","-708722620281407","ACTIVO","","49950","11366","89910","17050","1006","9/12/2016","","","589101340451033","213721280218166"
"0757-RM","85466200-7","MINERA SAN PEDRO S.A","PLANTA POLCURA INTEGRADA","EMBALSE DE RELAVES","EMBALSE","COBRE","METÁLICO","1","13","133","13303","Metropolitana de Santiago","Chacabuco","Tiltil","63355937576","3214577672","WGS84","19S","-331036501095036","-709133589612664","ACTIVO","","134400","220396","208200","330594","364","4/16/2008","1833","10/8/2009","169394471551312","715984807896492"
"0759-RM","91337000-7","CEMENTO POLPAICO S.A.","CERRO BLANCO","TRANQUE RELAVE 1-2-3-4","TRANQUE DE RELAVE","CALIZA","NO METÁLICO","1","13","133","13303","Metropolitana de Santiago","Chacabuco","Tiltil","63313231293","3291961406","WGS84","19S","-331433976029448","-708312670312813","INACTIVO","EJE CENTRAL","8265000","","12397500","","407","4/26/1996","2016","8/11/2015","308456221015674","581591060051916"
"0760-RM","91337000-7","CEMENTO POLPAICO S.A.","CERRO BLANCO","TRANQUE RELAVE 5","TRANQUE DE RELAVE","CARBONATO DE CALCIO","NO METÁLICO","1","13","133","13303","Metropolitana de Santiago","Chacabuco","Tiltil","63282075235","3298525916","WGS84","19S","-33171589796313","-708248138449641","ACTIVO","AGUAS ABAJO","6380000","6526153","9570000","10590184","745","9/8/1998","2016","8/11/2015","313980114337695","436270548421892"
"0765-RM","76591160-5","MINERA FLORIDA LTDA.","ALHUE","TRANQUE DE RELAVE ADOSADO","TRANQUE DE RELAVE","ORO-ZINC","METÁLICO","1","13","135","13502","Metropolitana de Santiago","Melipilla","Alhué","62312267843","3124487277","WGS84","19S","-340428862893543","-71031783780688","INACTIVO","","4066667","3563057","8100000","7090484","2159","10/13/2005","1232","6/25/2009","301053302078998","417371453535241"
"0766-RM","76591160-5","MINERA FLORIDA LTDA.","ALHUE","TRANQUE DE RELAVE UNIFICADO","TRANQUE DE RELAVE","ORO-ZINC","METÁLICO","1","13","135","13502","Metropolitana de Santiago","Melipilla","Alhué","62317914814","312494683","WGS84","19S","-340378048000574","-710311648294964","INACTIVO","","5866667","","8800000","","1773","5/24/2012","1232","6/25/2009","216144962873412","301857615108281"
"0767-RM","76591160-5","MINERA FLORIDA LTDA.","ALHUE","TRANQUE EN PASTA","EN PASTA","ORO-ZINC","METÁLICO","0","13","135","13502","Metropolitana de Santiago","Melipilla","Alhué","62307589982","3116730205","WGS84","19S","-340469633608735","-710402835331609","ACTIVO","NO APLICA","10217647","2012414","17370000","6762855","1315","6/28/2016","","","398045532341429","886966342032672"
"0773-6C","89980400-7","CIA. MINERA EL INGLES","PLANTA EL INGLES","EL INGLES","EMBALSE","ORO","METÁLICO","1","6","61","6101","Libertador General Bernardo O'Higgins","Cachapoal","Rancagua","62283185197","3281989965","WGS84","19S","-340718027153392","-708618136495471","INACTIVO","","175000","109506","259200","16207","84","1/17/2014","39","3/20/2015","780059767322691","408651110749297"
"0777-6C","96595400-7","MINERA VALLE CENTRAL S.A.","EL TENIENTE","CAUQUENES","TRANQUE DE RELAVE","COBRE-MOLIBDENO","METÁLICO","2","6","61","6116","Libertador General Bernardo O'Higgins","Cachapoal","Requínoa","6204181478","3440230499","WGS84","19S","-342918691373147","-706947434321222","ACTIVO","AGUAS ABAJO","242666667","136770935","364000000","205156403","","","1485","5/2/2015","170277175309333","73688381606169"
"0778-6C","96595400-7","MINERA VALLE CENTRAL S.A.","MINERA VALLE CENTRAL S.A.","COLIGUE","EMBALSE","COBRE","METÁLICO","2","6","61","6116","Libertador General Bernardo O'Higgins","Cachapoal","Requínoa","62075186084","3460178974","WGS84","19S","-342620839047576","-706724808686822","ACTIVO","","142000000","151484888667","213000000","227227333","1156","11/27/2006","2244","9/4/2015","221076787655556","678775558313601"
"0779-6C","61704000-K","CODELCO","EL TENIENTE","BARAHONA 1","TRANQUE DE RELAVE","COBRE-MOLIBDENO","METÁLICO","1","6","61","6108","Libertador General Bernardo O'Higgins","Cachapoal","Machalí","62263749416","360939401","WGS84","19S","-340941884015601","-705074357371774","INACTIVO","AGUAS ARRIBA","13333333","","20000000","","","","1485","5/2/2015","551971121126387","138763989635095"
"0781-6C","76433896-0","SOC. MINERA LOS ROBLES SpA","PODER DE COMPRAS PLANTA CHILENO RUMANA DE CHANCON","CHANCON 1","TRANQUE DE RELAVE","COBRE","METÁLICO","1","6","61","6101","Libertador General Bernardo O'Higgins","Cachapoal","Rancagua","62276757448","3326734625","WGS84","19S","-340783218237297","-708134688251995","INACTIVO","","30660","","44457","","633","7/15/1996","","","708603283962402","31211276791286"
"0782-6C","76433896-0","SOC. MINERA LOS ROBLES SpA","PODER DE COMPRAS PLANTA CHILENO RUMANA DE CHANCON","CHANCON 2","EMBALSE","COBRE","METÁLICO","1","6","61","6101","Libertador General Bernardo O'Higgins","Cachapoal","Rancagua","62275603785","3326055982","WGS84","19S","-340793509115149","-708142261899056","ACTIVO","","230067","39979","345100","37736","801","9/23/2008","","","694993111765589","20703234402106"
"0785-7C","76914444-7","SOCIEDAD CONTRACTUAL MINERA PAICAVI S.A.","CHEPICA","CHEPICA","EMBALSE","ORO-COBRE","METÁLICO","1","7","71","7107","Maule","Talca","Pencahue","60817220085","2407221592","WGS84","19S","-353741648229743","-718540113766478","INACTIVO","AGUAS ABAJO","273333","267904","410000","178593","559","3/3/2004","","","123974540634051","565740493494809"
"0786-7C","76416883-6","MINERA TORO SPA","ESTANCIA FLORA","FLORA","TRANQUE DE RELAVE","SILICE","NO METÁLICO","1","7","71","7102","Maule","Talca","Constitución","60591566181","1745907008","WGS84","19S","-355578617359822","-725898375843605","ACTIVO","","120000","","180000","","","","","","683913341307122","299469458429084"
"0787-7C","76026585-3","MINERA FARO CARRANZA","FARO CARRANZA","LOANCO 9","TRANQUE DE RELAVE","SILICE","NO METÁLICO","1","7","72","7202","Maule","Cauquenes","Chanco","60572505438","1749298358","WGS84","19S","-355751255616224","-725868682155069","ACTIVO","","189000","","283500","","","","","","838836809253387","386230182343023"
"0788-11S","77053711-8","SOCIEDAD MINERA PACIFICO DEL SUR SPA","FAENA EL TOQUI","TOQUI","TRANQUE DE RELAVE","ZINC","METÁLICO","1","11","111","11101","Aysén del General Carlos Ibáñez del Campo","Coihaique","Coihaique","50088450437","2681795136","WGS84","19S","-45035916766913","-719431527030382","INACTIVO","","331986","","497979","","507","5/4/1983","252","3/23/2010","843126043807341","409088779970893"
"0789-11S","77053711-8","SOCIEDAD MINERA PACIFICO DEL SUR SPA","FAENA EL TOQUI","CONFLUENCIA","TRANQUE DE RELAVE","ZINC","METÁLICO","1","11","111","11101","Aysén del General Carlos Ibáñez del Campo","Coihaique","Coihaique","50091440268","2694600071","WGS84","19S","-450336464856725","-719267799489475","INACTIVO","","3822897","3909081","5734346","5863622","114","2/6/2008","252","3/23/2010","185984098275277","258017066708789"
"0790-11S","77053711-8","SOCIEDAD MINERA PACIFICO DEL SUR SPA","FAENA EL TOQUI","LA LEÑERA","TRANQUE DE RELAVE","ORO","METÁLICO","1","11","111","11101","Aysén del General Carlos Ibáñez del Campo","Coihaique","Coihaique","50091188008","268288199","WGS84","19S","-450334912285695","-71941648475725","INACTIVO","","367654","","551481","","400","4/8/1995","252","3/23/2010","841600334540599","472190291336756"
"0791-11S","77053711-8","SOCIEDAD MINERA PACIFICO DEL SUR SPA","FAENA EL TOQUI","FILTRADOS DOÑA ROSA","FILTRADO","ZINC-ORO","METÁLICO","1","11","111","11101","Aysén del General Carlos Ibáñez del Campo","Coihaique","Coihaique","50086981073","2675151832","WGS84","19S","-450370201441959","-719516437023545","ACTIVO","NO APLICA","2176000","1968662","3264000","2952993","1648","6/13/2011","252","3/23/2010","149022591768362","132570184416477"
"0816-4N","76009185-5","CIA. MINERA QUEBRADA HONDA","PLANTA SAN ALEJANDRO (EX TRAPICHE)","SAN ALEJANDRO 2 (EX TRAPICHE 2)","TRANQUE DE RELAVE","COBRE-ORO","METÁLICO","1","4","41","4104","Coquimbo","Elqui","La Higuera","67504418528","293862583","WGS84","19S","-293583139114164","-711235135050775","INACTIVO","","25672","","38508","","897","12/13/1995","","","508263881017824","133363137320842"
"0817-4N","77201754-5","COMPAÑIA MINERA MANTOS DE HORNILLOS LTDA. ","MANTOS DE HORNILLOS","EMBALSE DE RELAVES MANTOS DE HORNILLOS","EMBALSE","COBRE-ORO","METÁLICO","1","4","43","4301","Coquimbo","Limarí","Ovalle","65543457428","2528857195","WGS84","19S","-311187724268277","-715913072056961","ACTIVO","AGUAS ABAJO","10886","","17091","","150","2/28/2024","","","291758475144225","525704998425592"
"0834-5C","79963260-8","MINERA LAS CENIZAS S.A.","LAS CENIZAS CABILDO","DEPOSITO DE RELAVE EN PASTA INTERIOR MINA (DEPIM)","DRIM","COBRE","METÁLICO","0","5","54","5402","Valparaíso","Petorca","Cabildo","64062300346","3061692109","WGS84","19S","-324642568727451","-710623593381951","ACTIVO","NO APLICA","1309476","0","2357057","0","761","4/16/2024","","","601590163060162","216207078174436"
